model_index_id,me_name,release_id,bundle_id,bundle_version_id,crosswalk_version_id,modelable_entity_id,location_set_id,year_start,year_end,metric_id,data_transform,prediction_age_group_ids,prediction_sex_ids,prediction_units,description,gbd_covariates,stage_1_model_formula,density_cutoffs,st_version,st_lambda,st_omega,st_zeta,time_correlation_scale,gpr_scale,agg_level_4_to_3,agg_level_5_to_4,add_nsv,rake_logit,gpr_draws,path_to_data,path_to_custom_stage_1,transform_offset,notes
144,Percent deliveries in private (for-profit) primary facilities,33,10557,50377,48772,31608,22,1980,2024,3,logit,22,3,Percent deliveries in private primary facility,05/22 dropping frac_oop_hexp + previous lambda,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.1, 0.1, 0.1, 0.1","1,1,1,1,1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214",,0,1,1000,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//priv_prim/02_linear_oos/alpha_2025-05-22/priv_prim_custom_prior_2025_05_22.csv,0.001,
145,Percent deliveries in public hospital,33,10530,50374,48769,31604,22,1980,2024,3,logit,22,3,Percent deliveries in public hospital,05/22 dropping frac_oop_hexp + previous lambda,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.5, 0.1, 0.1, 0.1","1,1,1,1,1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214",,0,1,1000,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//pub_hosp/02_linear_oos/alpha_2025-05-22/pub_hosp_custom_prior_2025_05_22.csv,,
146,Percent deliveries in primary facility of any sector,33,10635,50379,48774,32346,22,1980,2024,3,logit,22,3,Percent deliveries in a primary facility,05/22 dropping frac_oop_hexp + previous lambda,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.5, 0.1, 0.1, 0.1","1,1,1,1,1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214",,0,1,1000,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//prim_any/02_linear_oos/alpha_2025-05-22/prim_any_custom_prior_2025_05_22.csv,,
147,Percent deliveries in public primary facilities,33,10556,50376,48771,31607,22,1980,2024,3,logit,22,3,Percent deliveries in public primary facility,05/22 dropping frac_oop_hexp + previous lambda,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.1, 0.1, 0.1, 0.1","1,1,1,1,1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214",,0,1,1000,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//pub_prim/02_linear_oos/alpha_2025-05-22/pub_prim_custom_prior_2025_05_22.csv,,
148,Percent deliveries in private hospital,33,10554,50375,48770,31605,22,1980,2024,3,logit,22,3,Percent deliveries in private hospital,05/22 dropping frac_oop_hexp + previous lambda,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.1, 0.1, 0.1, 0.1","1,1,1,1,1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214",,0,1,1000,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//priv_hosp/02_linear_oos/alpha_2025-05-22/priv_hosp_custom_prior_2025_05_22.csv,,
149,Percent deliveries in hospital of any sector,33,10634,50378,48855,32345,22,1980,2024,3,logit,22,3,Percent deliveries in hospital,05/23 updated ukraine,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop,domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.5, 0.1, 0.1, 0.1","1,1,1,1,1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214",,0,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//hosp_any/02_linear_oos/alpha_2025-05-22/hosp_any_custom_prior_2025_05_22.csv,0.001,
150,Percent deliveries in private (for-profit) primary facilities,33,10557,50377,48854,31608,22,1980,2024,3,logit,22,3,Percent deliveries in private primary facility,05/23 updated ukraine,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop,domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.1, 0.1, 0.1, 0.1","1,1,1,1,1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214",,0,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//priv_prim/02_linear_oos/alpha_2025-05-22/priv_prim_custom_prior_2025_05_22.csv,0.001,
151,Percent deliveries in public hospital,33,10530,50374,48851,31604,22,1980,2024,3,logit,22,3,Percent deliveries in public hospital,05/23 updated ukraine,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop,domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.5, 0.1, 0.1, 0.1","1,1,1,1,1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214",,0,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//pub_hosp/02_linear_oos/alpha_2025-05-22/pub_hosp_custom_prior_2025_05_22.csv,,
152,Percent deliveries in primary facility of any sector,33,10635,50379,48856,32346,22,1980,2024,3,logit,22,3,Percent deliveries in a primary facility,05/23 updated ukraine,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop,domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.5, 0.1, 0.1, 0.1","1,1,1,1,1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214",,0,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//prim_any/02_linear_oos/alpha_2025-05-22/prim_any_custom_prior_2025_05_22.csv,,
153,Percent deliveries in public primary facilities,33,10556,50376,48853,31607,22,1980,2024,3,logit,22,3,Percent deliveries in public primary facility,05/23 updated ukraine,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop,domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.1, 0.1, 0.1, 0.1","1,1,1,1,1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214",,0,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//pub_prim/02_linear_oos/alpha_2025-05-22/pub_prim_custom_prior_2025_05_22.csv,,
154,Percent deliveries in private hospital,33,10554,50375,48852,31605,22,1980,2024,3,logit,22,3,Percent deliveries in private hospital,05/23 updated ukraine,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop,domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.1, 0.1, 0.1, 0.1","1,1,1,1,1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214",,0,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//priv_hosp/02_linear_oos/alpha_2025-05-22/priv_hosp_custom_prior_2025_05_22.csv,,
155,Percent deliveries in hospital of any sector,33,10634,50435,48881,32345,22,1980,2024,3,logit,22,3,Percent deliveries in hospital,05/27 data updates,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.1, 0.05, 0.05, 0.05, 0.00","1,1,1,1,1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214",,0,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//hosp_any/02_linear_oos/alpha_2025-05-22/hosp_any_custom_prior_2025_05_22.csv,0.001,
156,Percent deliveries in private (for-profit) primary facilities,33,10557,50434,48880,31608,22,1980,2024,3,logit,22,3,Percent deliveries in private primary facility,05/27 data updates,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.1, 0.05, 0.05, 0.05, 0.01","1,1,1,1,1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214",,0,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//priv_prim/02_linear_oos/alpha_2025-05-22/priv_prim_custom_prior_2025_05_22.csv,0.001,
157,Percent deliveries in public hospital,33,10530,50431,48877,31604,22,1980,2024,3,logit,22,3,Percent deliveries in public hospital,05/27 data updates,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.1, 0.05, 0.05, 0.05, 0.02","1,1,1,1,1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214",,0,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//pub_hosp/02_linear_oos/alpha_2025-05-22/pub_hosp_custom_prior_2025_05_22.csv,,
158,Percent deliveries in primary facility of any sector,33,10635,50436,48885,32346,22,1980,2024,3,logit,22,3,Percent deliveries in a primary facility,05/27 data updates,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.1, 0.05, 0.05, 0.05, 0.03","1,1,1,1,1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214",,0,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//prim_any/02_linear_oos/alpha_2025-05-22/prim_any_custom_prior_2025_05_22.csv,,
159,Percent deliveries in public primary facilities,33,10556,50433,48879,31607,22,1980,2024,3,logit,22,3,Percent deliveries in public primary facility,05/27 data updates,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.1, 0.05, 0.05, 0.05, 0.04","1,1,1,1,1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214",,0,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//pub_prim/02_linear_oos/alpha_2025-05-22/pub_prim_custom_prior_2025_05_22.csv,,
160,Percent deliveries in private hospital,33,10554,50432,48878,31605,22,1980,2024,3,logit,22,3,Percent deliveries in private hospital,05/27 data updates,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.1, 0.05, 0.05, 0.05, 0.05","1,1,1,1,1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214",,0,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//priv_hosp/02_linear_oos/alpha_2025-05-22/priv_hosp_custom_prior_2025_05_22.csv,,
161,Percent deliveries in hospital of any sector,33,10634,fill in,fill in,32345,22,1980,2024,3,logit,22,3,Percent deliveries in hospital,fill in,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.1, 0.05, 0.05, 0.05, 0.00","1,1,1,1,1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214,179",,0,1,1000,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//hosp_any/02_linear_oos/alpha_2025-05-22/hosp_any_custom_prior_2025_05_22.csv,0.001,
162,Percent deliveries in private (for-profit) primary facilities,33,10557,fill in,fill in,31608,22,1980,2024,3,logit,22,3,Percent deliveries in private primary facility,fill in,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.1, 0.05, 0.05, 0.05, 0.01","1,1,1,1,1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214,179",,0,1,1000,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//priv_prim/02_linear_oos/alpha_2025-05-22/priv_prim_custom_prior_2025_05_22.csv,0.001,
163,Percent deliveries in public hospital,33,10530,51228,49715,31604,22,1980,2024,3,logit,22,3,Percent deliveries in public hospital,add Brazil SIH admin data,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.1, 0.05, 0.05, 0.05, 0.02","1,1,1,1,1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214,179",,0,1,1000,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//pub_hosp/02_linear_oos/alpha_2025-05-22/pub_hosp_custom_prior_2025_05_22.csv,,
164,Percent deliveries in primary facility of any sector,33,10635,fill in,fill in,32346,22,1980,2024,3,logit,22,3,Percent deliveries in a primary facility,fill in,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.1, 0.05, 0.05, 0.05, 0.03","1,1,1,1,1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214,179",,0,1,1000,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//prim_any/02_linear_oos/alpha_2025-05-22/prim_any_custom_prior_2025_05_22.csv,,
165,Percent deliveries in public primary facilities,33,10556,fill in,fill in,31607,22,1980,2024,3,logit,22,3,Percent deliveries in public primary facility,fill in,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.1, 0.05, 0.05, 0.05, 0.04","1,1,1,1,1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214,179",,0,1,1000,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//pub_prim/02_linear_oos/alpha_2025-05-22/pub_prim_custom_prior_2025_05_22.csv,,
166,Percent deliveries in private hospital,33,10554,fill in,fill in,31605,22,1980,2024,3,logit,22,3,Percent deliveries in private hospital,fill in,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.1, 0.05, 0.05, 0.05, 0.05","1,1,1,1,1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214,179",,0,1,1000,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//priv_hosp/02_linear_oos/alpha_2025-05-22/priv_hosp_custom_prior_2025_05_22.csv,,
167,Percent deliveries in public hospital,33,10530,51229,49720,31604,22,1980,2024,3,logit,22,3,Percent deliveries in public hospital,"add Brazil SIH admin data, test with higher standard error","ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.1, 0.05, 0.05, 0.05, 0.02","1,1,1,1,1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214,179",,0,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//pub_hosp/02_linear_oos/alpha_2025-05-22/pub_hosp_custom_prior_2025_05_22.csv,,
168,Percent deliveries in public hospital,33,10530,51230,49722,31604,22,1980,2024,3,logit,22,3,Percent deliveries in public hospital,"add Brazil SIH admin data, test with higher standard error (x10)","ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.1, 0.05, 0.05, 0.05, 0.02","1,1,1,1,1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214,179",,0,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//pub_hosp/02_linear_oos/alpha_2025-05-22/pub_hosp_custom_prior_2025_05_22.csv,,
169,Percent deliveries in public hospital,33,10530,51229,49720,31604,22,1980,2024,3,logit,22,3,Percent deliveries in public hospital,"add Brazil SIH admin data higher standard error (x100), lambda 0.05 for Brazil data density, remove Ethiopia/Nigeria agg","ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15, 32, 33",beta,"0.1, 0.05, 0.05, 0.05, 0.00, 0.05, 0.00","1,1,1,1,1,1,1",".01,.001,.001,.001, .001,.001, .001","1, 1, 1, 1, 1, 1, 1","20,15,10,10,10,10,10","6, 163, 102",,0,1,0,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//pub_hosp/02_linear_oos/alpha_2025-05-22/pub_hosp_custom_prior_2025_05_22.csv,,
170,Percent deliveries in public hospital,33,10530,51229,49720,31604,22,1980,2024,3,logit,22,3,Percent deliveries in public hospital,"add Brazil SIH admin data higher standard error (x100), lambda 0.1 for Brazil data density, remove Ethiopia/Nigeria agg","ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15, 32, 33",beta,"0.1, 0.05, 0.05, 0.05, 0.00, 0.1, 0.00","1,1,1,1,1,1,1",".01,.001,.001,.001, .001,.001, .001","1, 1, 1, 1, 1, 1, 1","20,15,10,10,10,10,10","6, 163, 102",,0,1,0,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//pub_hosp/02_linear_oos/alpha_2025-05-22/pub_hosp_custom_prior_2025_05_22.csv,,
171,Percent deliveries in public hospital,33,10530,51229,49720,31604,22,1980,2024,3,logit,22,3,Percent deliveries in public hospital,"add Brazil SIH admin data higher standard error (x100), lambda 0.5 for Brazil data density, remove Ethiopia/Nigeria agg","ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15, 32, 33",beta,"0.1, 0.05, 0.05, 0.05, 0.00, 0.5, 0.00","1,1,1,1,1,1,1",".01,.001,.001,.001, .001,.001, .001","1, 1, 1, 1, 1, 1, 1","20,15,10,10,10,10,10","6, 163, 102",,0,1,0,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//pub_hosp/02_linear_oos/alpha_2025-05-22/pub_hosp_custom_prior_2025_05_22.csv,,
172,Percent deliveries in public hospital,33,10530,51229,49720,31604,22,1980,2024,3,logit,22,3,Percent deliveries in public hospital,"add Brazil SIH admin data higher standard error (x100), lambda 0.9 for Brazil data density, remove Ethiopia/Nigeria agg","ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15, 32, 33",beta,"0.1, 0.05, 0.05, 0.05, 0.00, 0.9, 0.00","1,1,1,1,1,1,1",".01,.001,.001,.001, .001,.001, .001","1, 1, 1, 1, 1, 1, 1","20,15,10,10,10,2,10","6, 163, 102",,0,1,0,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//pub_hosp/02_linear_oos/alpha_2025-05-22/pub_hosp_custom_prior_2025_05_22.csv,,
173,Percent deliveries in public hospital,33,10530,51229,49720,31604,22,1980,2024,3,logit,22,3,Percent deliveries in public hospital,"add Brazil SIH admin data higher standard error (x100), lambda 0.9 for Brazil data density, remove Ethiopia/Nigeria agg, 1000 draws","ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15, 32, 33",beta,"0.1, 0.05, 0.05, 0.05, 0.00, 0.9, 0.00","1,1,1,1,1,1,1",".01,.001,.001,.001, .001,.001, .001","1, 1, 1, 1, 1, 1, 1","20,15,10,10,10,2,10","6, 163, 102",,0,1,1000,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//pub_hosp/02_linear_oos/alpha_2025-05-22/pub_hosp_custom_prior_2025_05_22.csv,,
174,Percent deliveries in private non-profit hospital,34,10555,51994,50301,31606,22,1980,2026,3,logit,22,3,Percent deliveries in private non-profit hospital,Prelim NGO hosp model,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",data ~ ANC1_coverage_prop + ANC4_coverage_prop + SBA_coverage_prop + csection_coverage_prop + haqi + sdi + TFR + pct_births_in_over35s,"1, 5, 10, 15",beta,"0.1, 0.05, 0.05, 0.05, 0.04","1,1,1,1,1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214,179",,0,1,250,,,0.001,
175,Percent deliveries in private non-profit lower level facility,34,10558,51995,50300,31609,22,1980,2026,3,logit,22,3,Percent deliveries in private non-profit lower level facility,Prelim NGO lower model,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",data ~ ANC1_coverage_prop + ANC4_coverage_prop + SBA_coverage_prop + csection_coverage_prop + haqi + sdi + TFR + pct_births_in_over35s,"1, 5, 10, 15",beta,"0.1, 0.05, 0.05, 0.05, 0.04","1,1,1,1,1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214,179",,0,1,250,,,0.001,
