"GHDx Record ID","GHDx Record Title","GHDx Record URL","Data provider","Data Provider URL","Series","Geography","Data type","Time period covered","Summary","Ongoing Coverage","Suggested citation"
35043,"United States NVSS Natality Data 1983","/record/united-states-nvss-natality-data-1983","National Center for Health Statistics, Centers for Disease Control and Prevention","http://www.cdc.gov/nchs/data_access/Vitalstatsonline.htm","United States National Vital Statistics System (NVSS)","United States of America","Vital registration","01/1983 to 12/1983","Natality data sets from the National Vital Statistics System (NVSS) contain information collected through birth certificates, which state law requires for all live births. The national collection and publication of births along with other vital statistics data is mandated by federal law.
",NA,"National Center for Health Statistics (NCHS), Centers for Disease Control and Prevention (CDC). Natality Data 1983. Atlanta, USA: Centers for Disease Control and Prevention (CDC)
"
35055,"United States NVSS Natality Data 1987","/record/united-states-nvss-natality-data-1987","National Center for Health Statistics, Centers for Disease Control and Prevention","http://www.cdc.gov/nchs/data_access/Vitalstatsonline.htm","United States National Vital Statistics System (NVSS)","United States of America","Vital registration","01/1987 to 12/1987","Natality data sets from the National Vital Statistics System (NVSS) contain information collected through birth certificates, which state law requires for all live births. The national collection and publication of births along with other vital statistics data is mandated by federal law.
",NA,"National Center for Health Statistics, Centers for Disease Control and Prevention. United States NVSS Natality Data 1987. Hyattsville, United States of America: National Center for Health Statistics, Centers for Disease Control and Prevention.
"
35058,"United States NVSS Natality Data 1988","/record/united-states-nvss-natality-data-1988","National Center for Health Statistics, Centers for Disease Control and Prevention","http://www.cdc.gov/nchs/data_access/Vitalstatsonline.htm","United States National Vital Statistics System (NVSS)","United States of America","Vital registration","01/1988 to 12/1988","Natality data sets from the National Vital Statistics System (NVSS) contain information collected through birth certificates, which state law requires for all live births. The national collection and publication of births along with other vital statistics data is mandated by federal law.
",NA,"National Center for Health Statistics, Centers for Disease Control and Prevention. United States NVSS Natality Data 1988. Hyattsville, United States of America: National Center for Health Statistics, Centers for Disease Control and Prevention.
"
35061,"United States NVSS Natality Data 1989","/record/united-states-nvss-natality-data-1989","National Center for Health Statistics, Centers for Disease Control and Prevention","http://www.cdc.gov/nchs/data_access/Vitalstatsonline.htm","United States National Vital Statistics System (NVSS)","United States of America","Vital registration","01/1989 to 12/1989","Natality data sets from the National Vital Statistics System (NVSS) contain information collected through birth certificates, which state law requires for all live births. The national collection and publication of births along with other vital statistics data is mandated by federal law.
",NA,"National Center for Health Statistics (NCHS), Centers for Disease Control and Prevention (CDC). Natality Data 1989. Atlanta, USA: Centers for Disease Control and Prevention (CDC)
"
35064,"United States NVSS Natality Data 1990","/record/united-states-nvss-natality-data-1990","National Center for Health Statistics, Centers for Disease Control and Prevention","http://www.cdc.gov/nchs/data_access/Vitalstatsonline.htm","United States National Vital Statistics System (NVSS)","United States of America","Vital registration","01/1990 to 12/1990","Natality data sets from the National Vital Statistics System (NVSS) contain information collected through birth certificates, which state law requires for all live births. The national collection and publication of births along with other vital statistics data is mandated by federal law.
",NA,"National Center for Health Statistics (NCHS), Centers for Disease Control and Prevention (CDC). Natality Data 1990. Atlanta, USA: Centers for Disease Control and Prevention (CDC)
"
35070,"United States NVSS Natality Data 1992","/record/united-states-nvss-natality-data-1992","National Center for Health Statistics, Centers for Disease Control and Prevention","http://www.cdc.gov/nchs/data_access/Vitalstatsonline.htm","United States National Vital Statistics System (NVSS)","United States of America","Vital registration","01/1992 to 12/1992","Natality data sets from the National Vital Statistics System (NVSS) contain information collected through birth certificates, which state law requires for all live births. The national collection and publication of births along with other vital statistics data is mandated by federal law.
",NA,"National Center for Health Statistics (NCHS), Centers for Disease Control and Prevention (CDC). Natality Data 1992. Atlanta, USA: Centers for Disease Control and Prevention (CDC)
"
35073,"United States NVSS Natality Data 1993","/record/united-states-nvss-natality-data-1993","National Center for Health Statistics, Centers for Disease Control and Prevention","http://www.cdc.gov/nchs/data_access/Vitalstatsonline.htm","United States National Vital Statistics System (NVSS)","United States of America","Vital registration","01/1993 to 12/1993","Natality data sets from the National Vital Statistics System (NVSS) contain information collected through birth certificates, which state law requires for all live births. The national collection and publication of births along with other vital statistics data is mandated by federal law.
",NA,"National Center for Health Statistics (NCHS), Centers for Disease Control and Prevention (CDC). Natality Data 1993. Atlanta, USA: Centers for Disease Control and Prevention (CDC)
"
35077,"United States NVSS Natality Data 1994","/record/united-states-nvss-natality-data-1994","National Center for Health Statistics, Centers for Disease Control and Prevention","http://www.cdc.gov/nchs/data_access/Vitalstatsonline.htm","United States National Vital Statistics System (NVSS)","United States of America, Guam, Puerto Rico, United States Virgin Islands","Vital registration","01/1994 to 12/1994","Natality data sets from the National Vital Statistics System (NVSS) contain information collected through birth certificates, which state law requires for all live births. The national collection and publication of births along with other vital statistics data is mandated by federal law.
",NA,"National Center for Health Statistics, Centers for Disease Control and Prevention. United States NVSS Natality Data 1994. Atlanta, United States of America: Centers for Disease Control and Prevention (CDC).
"
35081,"United States NVSS Natality Data 1995","/record/united-states-nvss-natality-data-1995","National Center for Health Statistics, Centers for Disease Control and Prevention","http://www.cdc.gov/nchs/data_access/Vitalstatsonline.htm","United States National Vital Statistics System (NVSS)","United States of America, Guam, Puerto Rico, United States Virgin Islands","Vital registration","01/1995 to 12/1995","Natality data sets from the National Vital Statistics System (NVSS) contain information collected through birth certificates, which state law requires for all live births. The national collection and publication of births along with other vital statistics data is mandated by federal law.
",NA,"National Center for Health Statistics, Centers for Disease Control and Prevention. United States NVSS Natality Data 1995. Atlanta, United States of America: Centers for Disease Control and Prevention (CDC).
"
35118,"United States NVSS Natality Data 1996","/record/united-states-nvss-natality-data-1996","National Center for Health Statistics, Centers for Disease Control and Prevention","http://www.cdc.gov/nchs/data_access/Vitalstatsonline.htm","United States National Vital Statistics System (NVSS)","United States of America, Guam, Puerto Rico, United States Virgin Islands","Vital registration","01/1996 to 12/1996","Natality data sets from the National Vital Statistics System (NVSS) contain information collected through birth certificates, which state law requires for all live births. The national collection and publication of births along with other vital statistics data is mandated by federal law.
",NA,"National Center for Health Statistics, Centers for Disease Control and Prevention. United States NVSS Natality Data 1996. Atlanta, United States of America: Centers for Disease Control and Prevention (CDC).
"
35128,"United States NVSS Natality Data 1997","/record/united-states-nvss-natality-data-1997","National Center for Health Statistics, Centers for Disease Control and Prevention","http://www.cdc.gov/nchs/data_access/Vitalstatsonline.htm","United States National Vital Statistics System (NVSS)","United States of America, American Samoa, Guam, Puerto Rico, United States Virgin Islands","Vital registration","01/1997 to 12/1997","Natality data sets from the National Vital Statistics System (NVSS) contain information collected through birth certificates, which state law requires for all live births. The national collection and publication of births along with other vital statistics data is mandated by federal law.
",NA,"National Center for Health Statistics, Centers for Disease Control and Prevention. United States NVSS Natality Data 1997. Atlanta, United States of America: Centers for Disease Control and Prevention (CDC).
"
35140,"United States NVSS Natality Data 1999","/record/united-states-nvss-natality-data-1999","National Center for Health Statistics, Centers for Disease Control and Prevention","http://www.cdc.gov/nchs/data_access/Vitalstatsonline.htm","United States National Vital Statistics System (NVSS)","United States of America, American Samoa, Guam, Northern Mariana Islands, Puerto Rico, United States Virgin Islands","Vital registration","01/1999 to 12/1999","Natality data sets from the National Vital Statistics System (NVSS) contain information collected through birth certificates, which state law requires for all live births. The national collection and publication of births along with other vital statistics data is mandated by federal law.
",NA,"National Center for Health Statistics, Centers for Disease Control and Prevention. United States NVSS Natality Data 1999. Atlanta, United States of America: Centers for Disease Control and Prevention (CDC).
"
35493,"Zimbabwe Multiple Indicator Monitoring Survey 2009","/record/zimbabwe-multiple-indicator-monitoring-survey-2009","United Nations Children's Fund (UNICEF)","http://mics.unicef.org/surveys","Multiple Indicator Cluster Survey (MICS), MICS Program Surveys","Zimbabwe","Survey","04/2009 to 05/2009","This is the first Multiple Indicator Monitoring Survey (MIMS), a customized version of the Multiple Indicator Cluster Survey (MICS) round 3 which was conducted in Zimbabwe between April and May of 2009. The MIMS was designed to collect information on a large number of socio-economic and health indicators required to inform the planning, implementation and monitoring of national policies and programmes for enhancing the welfare of children and women. It included some additional sections on household expenditure, environment, and migration and excluded the MICS sections on child development and sexual behavior. The sampling frame was based on the 2002 Master Sample developed for the census. The sample of 10,752 households yielded interviews with 10,214 households and 8,903 women.
",NA,"Central Statistical Office (Zimbabwe). Zimbabwe Multiple Indicator Monitoring Survey 2009. New York, United States of America: United Nations Children's Fund (UNICEF).
"
